"id","name","latitude","longitude","price_level","rating","review_count","distance","neigh_id","neighbourhood","type","cuisine","size_level"
"7ppWunvrIURnEZi5nUB_7g","Baro",43.644851,-79.396964,"High",3.7,213,2037.02893508098,"164","Wellington Place","Bar","Latin American","Single Location"
"in2nhFjkf4uDq4ABT5AkKQ","BHC Chicken Toronto",43.642366,-79.396745,NA,2.9,13,2076.76087277753,"164","Wellington Place","Other","East Asian","Single Location"
"Xg48jBnWpXBFyGm_3zGPFQ","NeNe Chicken",43.654957,-79.386289,NA,4.1,16,3098.15514573875,"170","Yonge-Bay Corridor","Other","East Asian","Single Location"
"zwCkWDYV1sIBsWPWZABErQ","BBQ Chicken",43.6389393711028,-79.4116959148821,NA,4.3,6,1115.94333075588,"163","Fort York-Liberty Village","Other","East Asian","Medium Chain"
"TapBFy1wgwitR1gTrV7mNA","Wings Up",43.654564,-79.459696,NA,4.6,5,3181.46111843688,"087","High Park-Swansea","Deli/Sandwiches","Other","Single Location"
"TYuhoXqCUhEuKmNYsO8_Kg","bb.q Chicken",43.6572879228237,-79.3837912380695,"Medium",4,27,3359.90320535163,"170","Yonge-Bay Corridor","Bar","East Asian","Small Chain"
"boiI4KvMOlibOSz0W9ZuIg","Crave Wings",43.703177488933,-79.4145907089114,NA,4.8,10,6446.0600126794,"101","Forest Hill South","Fast Food","Other","Single Location"
"ymJ5gvWp98qsNdUlSWZsbw","Beertown",43.6315861272847,-79.5197196,NA,3.4,9,7996.0186275797,"159","Etobicoke City Centre","Bar","Other","Single Location"
"O6ep4O-pKg5M45vIcPlm7w","bb.q Chicken",43.66323,-79.40256,NA,2.7,3,2527.11228475075,"079","University","Other","East Asian","Small Chain"
"Kpp1-MeFvYMhAKskp-Ke1Q","The Goodman Pub & Kitchen",43.6383698256405,-79.3801946852734,"Medium",2.8,133,3473.10398911699,"165","Harbourfront-CityPlace","Bar","North American","Single Location"
"r5cODFbjTHRqQkreHX-yjA","Pizza Pizza",43.64345,-79.42379,NA,3.8,4,265.783238391823,"084","Little Portugal","Street Food","European","Large Chain"
"QWbRrFpE-xXAToUbO83Djg","Duff's Famous Wings",43.6557699,-79.4122,"Medium",3.5,147,1399.71245094024,"080","Palmerston-Little Italy","Other","Other","Small Chain"
"kPBwcOAT1Ou8V9V_9KgsiQ","Tasty Sip n Bite",43.66308,-79.36768,NA,4.8,4,4805.35119278426,"073","Moss Park","Deli/Sandwiches","Other","Single Location"
"cgpZnyQ7N-aCIFa7d6QIGA","bb.q Chicken",43.6690150858038,-79.3860386,NA,4.8,4,3915.25677901998,"167","Church-Wellesley","Other","East Asian","Small Chain"
"jywq7JnFy4fetI4C404_-Q","Wingstop",43.7002015603129,-79.4535692,NA,2,8,6587.26066044002,"108","Briar Hill-Belgravia","Other","Other","Medium Chain"
"ILSWNor1STnYyDLsraEY2w","Betty’s East",43.663455,-79.327992,NA,3.8,10,7840.84316615276,"065","Greenwood-Coxwell","Bar","Other","Single Location"
"dryad6tDgaGc-WsUUgPbfw","St. Louis Bar & Grill",43.65653,-79.38268,"Medium",2.9,83,3398.80384452471,"170","Yonge-Bay Corridor","Bar","Other","Medium Chain"
"9LfThlY69bLntguxARW5Cg","Popeyes Louisiana Kitchen",43.65979,-79.43462,"Medium",3,26,1885.03480446881,"083","Dufferin Grove","Fast Food","Other","Large Chain"
"XpID-AK74IL-bww87781-w","Daddy's Chicken",43.663759,-79.328787,NA,4.8,8,7788.24805039913,"070","South Riverdale","Deli/Sandwiches","Other","Single Location"
"b3EaPt2u2YVj9-BBvbB4Tg","WingsUp",43.6376729975494,-79.4004816,NA,3.6,5,1952.76372573558,"163","Fort York-Liberty Village","Deli/Sandwiches","Other","Single Location"
"299zxPD5gd-mB00nBsKJuQ","The Dizzy",43.64832,-79.44954,"Medium",3.4,41,2230.67191948185,"086","Roncesvalles","Bar","Other","Single Location"
"fS3nh8egPi7eIBZi3Y3W7w","Panago Pizza",43.63971,-79.41823,"Medium",3.7,17,799.368569847722,"163","Fort York-Liberty Village","Street Food","Other","Medium Chain"
"txuns3sXXMKhDFN7JlN8gw","Church's Texas Chicken",43.6640876,-79.3840146,NA,3.7,31,3708.07417672333,"167","Church-Wellesley","Fast Food","Other","Medium Chain"
"X53-tkSK4_KokEbajoGFFw","JJ Fried Chicken",43.6907078,-79.4718167,NA,4.6,9,6419.71076103093,"110","Keelesdale-Eglinton West","Other","East Asian","Single Location"
"qjmcNUgd9tcyrAETcjvLsA","ThairoomGrand",43.7544221260828,-79.3511464257255,"Medium",4,101,13394.8235467595,"042","Banbury-Don Mills","Other","East Asian","Single Location"
"F5ibLRz9EWqgcgQ3Hr_NAg","Chicken Plus",43.6653508231292,-79.3528701,NA,4.4,5,6001.63264470851,"070","South Riverdale","Other","East Asian","Small Chain"
"GLuMRMFo156zDINwPfLxjQ","Four Brothers Pizza",43.645145,-79.3980752,NA,4.1,9,1943.59018763586,"164","Wellington Place","Street Food","Other","Single Location"
"Pube7dRYQoptIn0OA0GpdQ","St. Louis Bar & Grill",43.65007902,-79.37493888,"Medium",3.1,65,3839.08440319807,"168","Downtown Yonge East","Bar","Other","Medium Chain"
"mrwpkN8k5Q-X7J5mGQ0NtQ","St. Louis Bar & Grill",43.6663731322471,-79.4062402110451,"Medium",3.1,57,2656.35743293592,"095","Annex","Bar","Other","Medium Chain"
"9IwIZ7-D3SJ9N5IdVWkOLA","Phoenix Cafe",43.7724772708489,-79.3448490153447,NA,4.2,5,15431.3531661418,"053","Henry Farm","Cafe/Bakery","East Asian","Single Location"
"Aq4bCSpn6rWRNDWfHh2WfA","Hooters",43.64804,-79.3905599,NA,2.5,122,2567.44340424304,"164","Wellington Place","Bar","North American","Small Chain"
"YdmOQLW_QMjQljb7A1atZg","6ix Fried Chicken",43.65734,-79.38093,NA,4,5,3587.88933075036,"168","Downtown Yonge East","Fast Food","Other","Single Location"
"smJiVuzKBtPmqkD2P2hvRg","Wings n Bites",43.639979020174,-79.3812230179964,NA,3.5,4,3355.40478466539,"165","Harbourfront-CityPlace","Fast Food","Other","Single Location"
"o_-GUrv1JCLhKVJ3jKovlw","The Wing Spot",43.6458132211038,-79.4100929,NA,3.2,5,977.006827594902,"162","West Queen West","Street Food","Other","Single Location"
"1XqYegLX7tI1c_M0Cgy5rQ","Big Slice Kitchen",43.652787078104,-79.5257207,NA,4.3,3,8366.66955446191,"009","Edenbridge-Humber Valley","Street Food","European","Single Location"
"JZB9Zjex7mlJNu7lyJ08Qw","Domino's Pizza",43.6498256,-79.4371379,"Low",1.3,9,1293.87341566293,"084","Little Portugal","Street Food","Other","Medium Chain"
"OgkIKX6nRs72ra-rzu4lFg","bb.q Chicken&Pub",43.78666,-79.41757,"Medium",4.3,41,15710.6703474484,"036","Newtonbrook West","Other","East Asian","Single Location"
"JNOHTwpu7JBgRZuunPQnOg","London Fried Chicken",43.601122,-79.504659,NA,3.3,14,8269.07757060413,"018","New Toronto","Other","Other","Small Chain"
"2vBo1wWJckBnGOHhxt9ecg","St. Louis Bar & Grill",43.640333,-79.390455,"Medium",2.5,119,2617.07173131171,"165","Harbourfront-CityPlace","Bar","Other","Medium Chain"
"iySeLNmiMSMEQaCRHkOkrg","Wingzilla",43.6621555915437,-79.3347624689341,NA,4.8,4,7277.10394806354,"070","South Riverdale","Cafe/Bakery","Other","Single Location"
"Tuu_B0QGo7SQUuXW_Nd4hg","Pizza Pan",43.67376,-79.46271,"Medium",3.4,18,4527.85045767797,"091","Weston-Pelham Park","Street Food","Middle Eastern","Single Location"
"YF8HRRyDdEglMg9gz-tJMA","KFC",43.66454,-79.41466,"Low",2.8,16,2212.01533005566,"095","Annex","Fast Food","Other","Large Chain"
"F96ebOII00PHwBOQnUs04w","Wetzel's Pretzles",43.6443754,-79.3801688,NA,3.2,5,3386.27576598004,"166","St Lawrence-East Bayfront-The Islands","Fast Food","Other","Single Location"
"A71qH8j6c1P_iPvY-q9cVg","Popeyes Louisiana Kitchen",43.655414428844,-79.380339525474,"Low",2.1,85,3546.80574048788,"168","Downtown Yonge East","Fast Food","Other","Large Chain"
"lgbXn4zFXLv46Sn3nJWqhg","Wingstop",43.6616263,-79.3796513267038,NA,2.5,8,3867.75377435468,"168","Downtown Yonge East","Fast Food","Other","Medium Chain"
"7pVg3S8idxt4g0-wt2jcBQ","Fusion Kitchen",43.6872463956135,-79.3066737,NA,5,3,10390.6697033326,"062","East End-Danforth","Other","South Asian","Single Location"
"PC0VcCwro_RqNEjQbX7JhA","St. Louis Bar & Grill",43.65604938,-79.39233859,NA,3.5,11,2676.93814421633,"078","Kensington-Chinatown","Bar","Other","Medium Chain"
"c7zntdkvYL8XZrbGiYqLFQ","Pizza Hut",43.6439342,-79.4042388,NA,1.6,15,1457.36689750011,"162","West Queen West","Fast Food","Other","Medium Chain"
"UXqjzgLdUIZm8kxcp80iew","Church´s Texas Chicken",43.6404677318029,-79.3781825313916,NA,3.2,14,3587.41298481233,"166","St Lawrence-East Bayfront-The Islands","Fast Food","Other","Small Chain"
"8rdPwk__VrJfbSZfCyUeZQ","Torisho",43.66955,-79.30312,NA,4,3,9944.92186174255,"063","The Beaches","Other","East Asian","Single Location"
"tn8BD0rgAbvMssQqkQey4Q","Church's Texas Chicken",43.6777142,-79.4432419,"Low",3.1,42,3963.93621268782,"092","Corso Italia-Davenport","Fast Food","Other","Medium Chain"
"U-GOTlu6eiqjQTGkpmskeQ","Panago Pizza",43.6423787644321,-79.3835164417346,"Medium",3.4,45,3133.68547702994,"165","Harbourfront-CityPlace","Street Food","Other","Medium Chain"
"8Pz9IB_l3kMxTWvKFJ2ozg","Domino's Pizza",43.63785,-79.4316,NA,2.9,8,1137.38387221678,"085","South Parkdale","Street Food","Other","Medium Chain"
"RkuJykcKxffAAuGxch-_Iw","Juicy Birds",43.6793842330609,-79.344707429409,NA,4.1,13,7287.24852465181,"066","Danforth","Deli/Sandwiches","Other","Single Location"
"IHntU-zM-FuuTIIOXr77WQ","Almadina Bistro",43.65706,-79.38169,NA,4.3,7,3503.45204908139,"170","Yonge-Bay Corridor","Street Food","Other","Single Location"
"ykszkVXOSRtMjCpC2fAhdw","Pizza Pizza",43.6596669,-79.3849963,NA,2.3,4,3385.78986780437,"170","Yonge-Bay Corridor","Street Food","Other","Large Chain"
"c0d9_DiwY72qDDUyulf8Yw","Mary Brown’s",43.7072676791195,-79.3609319725796,NA,4.5,6,8456.77137148139,"055","Thorncliffe Park","Fast Food","Other","Medium Chain"
"ywMFe8BAM-u-ebDBOzKJuA","Pizza On Fire",43.76622,-79.28211,NA,4.8,31,17511.1994768733,"126","Dorset Park","Street Food","Other","Single Location"
"Idk-QTyUZq9w0ALh5cyvrw","Pizza Pizza",43.6503226,-79.3900762,"Low",1.8,33,2642.44163124415,"078","Kensington-Chinatown","Street Food","European","Large Chain"
"1gi5Q-Mcd5SwjLfk_83Zgw","Popeyes Louisiana Kitchen",43.64881,-79.39713,NA,3.4,11,2051.42059348611,"078","Kensington-Chinatown","Fast Food","Other","Large Chain"
"Fs4VBZ3zrwWmACSJfEL90w","Panago Pizza",43.66465,-79.4107499,NA,4,6,2328.58502155906,"079","University","Street Food","Other","Medium Chain"
"PiF_tk73cwrjac1b6w4Fzg","Popeyes",43.65413,-79.39104,NA,1.6,5,2702.68964883922,"078","Kensington-Chinatown","Fast Food","Other","Small Chain"
"K5TteBnAfgj18HRnV-Yy4w","Jodie's Restaurant",43.6053352355957,-79.5289154052734,"Medium",4.3,11,9677.85569664475,"020","Alderwood","Street Food","Other","Single Location"
"eOXoQvgHyYLaqcpRxRUlTA","Wing Machine",43.66541,-79.41074,"Medium",1.5,10,2408.24038173757,"095","Annex","Other","Other","Small Chain"
"67dxFBcBKl9sEkIIcm3j4A","Pizza Pizza",43.6450945,-79.3980696,"Low",2.4,20,1944.1540937794,"164","Wellington Place","Street Food","European","Large Chain"
"IFSpBHfexPosFGzsA9rTTQ","Domino's Pizza",43.6568338756446,-79.4061757086002,"Low",1.5,16,1806.70012613652,"079","University","Street Food","Other","Medium Chain"
"sgvhMnFffkQ6WBSAdtd7Bg","Wild Wing",43.6436358,-79.4031185,"Medium",1.9,32,1550.94388831969,"162","West Queen West","Bar","Other","Medium Chain"
"zsgvTFimYf4stONAJOyePw","Pizza Pizza",43.6831351,-79.4199253,"Medium",3.3,16,4192.2222575134,"094","Wychwood","Street Food","Other","Large Chain"
"7LBVI9euGV3ugO0-efZHvg","Duff's Famous Wings",43.7060699,-79.37558,"Medium",3.5,146,7712.35422064935,"099","Mount Pleasant East","Other","Other","Small Chain"
"ACQ1kbWkPToh0BsAQ5TGIQ","Panago Pizza",43.65892,-79.384,"Medium",3.5,45,3411.34426781619,"170","Yonge-Bay Corridor","Street Food","Other","Medium Chain"
"Xu1_lZl30we4PQlJ58zQ9w","The Green Dragon",43.68097,-79.28474,"Medium",4,39,11741.2198907824,"062","East End-Danforth","Bar","Other","Single Location"
"hKlib0mgTS4rug6CGPAV6g","Wingporium",43.62999,-79.51826,"Medium",3.2,120,7942.74735603403,"159","Etobicoke City Centre","Bar","Other","Single Location"
"y5QXXEB5DQHZV2vDgEx3gA","Wing House & Sports Bar",43.66279,-79.36753,NA,3.4,10,4799.70015081234,"073","Moss Park","Bar","North American","Single Location"
"v4vL8y-6aQk0QaRR5V4adg","Maker Pizza",43.7079736842566,-79.3762723518623,NA,4.2,16,7871.53969342495,"099","Mount Pleasant East","Street Food","Other","Medium Chain"
"TLfBvo601IBNSkvymQnnZQ","Domino's Pizza",43.643383879285,-79.3920224737531,"Medium",1.7,29,2441.36047817486,"164","Wellington Place","Fast Food","Other","Medium Chain"
"3VG1kauULRxmq8N_g4s-FQ","KFC",43.6580364212045,-79.4349371444587,NA,1.4,10,1731.55887184818,"083","Dufferin Grove","Fast Food","Other","Large Chain"
"INJ-1LC57mpAsNspyb3CfA","St. Louis Bar & Grill",43.7015589,-79.3976304,"Medium",2.9,95,6542.94972673847,"100","Yonge-Eglinton","Bar","Other","Medium Chain"
"vO_cfOn5s02hbPiEC5kCqA","Pizza Hut",43.66187,-79.42703,NA,1.5,4,1868.05593202704,"172","Dovercourt Village","Fast Food","Other","Medium Chain"
"MB4lqt2IWvG6s9FJsEKY2g","Chicken Plus Canada",43.76421,-79.41086,NA,4.8,5,13244.4364380733,"151","Yonge-Doris","Other","East Asian","Single Location"
"22-OwNuQ5IjTDDXiuMG2JA","ChickQueen",43.650148,-79.388712,NA,3,16,2744.57517510752,"164","Wellington Place","Deli/Sandwiches","Other","Small Chain"
"ymLL7JpNoxN6De6wc8z58Q","Grand One",43.7483159411182,-79.3485798,NA,4,49,12877.6947137256,"042","Banbury-Don Mills","Street Food","Other","Single Location"
"5F2UmRv1KngNgtf3y9izoQ","Blue River House",43.68044,-79.31123,NA,4.6,7,9735.88015236536,"064","Woodbine Corridor","Street Food","Other","Single Location"
"a9usBo16KZ-gxOJXdryNlQ","Pizza Pizza",43.6589038,-79.4393633,"Medium",2.8,13,2032.80019554899,"083","Dufferin Grove","Street Food","European","Large Chain"
"cE5CaaFKrFxG3rx8kfNS9g","KFC",43.7257753789717,-79.4520166098953,NA,4.3,4,9245.23580603899,"031","Yorkdale-Glen Park","Fast Food","Other","Large Chain"
"D9LMDxJTbMIP5drSgWp1SQ","Pizza Pizza",43.6619837444477,-79.3831646293617,"Medium",2.6,19,3639.70166654541,"167","Church-Wellesley","Street Food","European","Large Chain"
"luJ2N0iMnfmqmj4ksl58HA","Pizza Pizza",43.6652249,-79.4114287,"Low",2.8,8,2362.12816212317,"095","Annex","Street Food","European","Large Chain"
"ojJmFbzEL3MokI2km4C_2w","Wingstop",43.6514224407229,-79.4761740518102,NA,2.9,27,4390.79448160484,"088","High Park North","Other","Other","Medium Chain"
"NdvUzwz3jAM7Hao_UPMu6g","Popeyes Louisiana Kitchen",43.65768,-79.39955,"Low",2.5,25,2271.28777267068,"078","Kensington-Chinatown","Fast Food","Other","Large Chain"
"EaHuJsM1gE-EHBKYLkH8Tw","Wingstop",43.6797035,-79.3420368,NA,3.4,13,7489.69648827383,"066","Danforth","Other","Other","Medium Chain"
"Vl3X1y_CKILInG2OhDev3Q","Super Chicken",43.6653781744773,-79.3873210251331,NA,3,9,3575.70981493148,"169","Bay-Cloverhill","Fast Food","Other","Small Chain"
"ujC7fj4zseDGoqn6uKywkQ","Church's Texas Chicken",43.665773,-79.3684189,NA,4.4,9,4882.08317988767,"071","Cabbagetown-South St.James Town","Fast Food","Other","Medium Chain"
"6s1iWJvvA9CN1EF22xKMuw","Pizza Pizza",43.6296887689957,-79.4813894544586,"Low",3.8,4,5074.20860871461,"016","Stonegate-Queensway","Street Food","European","Large Chain"
"AAMGbJ2Rw6L165eWpr65Uw","Domino's Pizza",43.652473517782,-79.3749577179551,NA,2.4,17,3882.0419829692,"168","Downtown Yonge East","Street Food","Other","Medium Chain"
"wFP9QkYF7lxwXa52t_qsXg","Pizza Pizza",43.6546232,-79.4593817,NA,2.3,8,3157.94525185214,"087","High Park-Swansea","Street Food","European","Large Chain"
"GFefOKzqRcUs_HzgpZbdAA","Chester Fried Chicken Express",43.653226,-79.3831843,"Low",1.6,5,3257.44847100239,"170","Yonge-Bay Corridor","Other","Other","Single Location"
"-llrUA_TlQTWH_CMM3NTNQ","KFC",43.6992175,-79.3862609,NA,1.8,11,6639.61583276856,"099","Mount Pleasant East","Fast Food","Other","Large Chain"
"7paM3WyJ7v95z-niEFBk9Q","Wing Machine & Gino's Pizza",43.6597026149036,-79.4367201,NA,2.3,3,1965.78758745092,"171","Junction-Wallace Emerson","Street Food","Other","Single Location"
"nQFlHK1UxglOjhblGSgeaw","Pizza Hut",43.70062,-79.37349,"Medium",3.4,8,7277.93867965958,"099","Mount Pleasant East","Fast Food","Other","Medium Chain"
"pMD0jxjB8cuDt8ZGXZe5hw","Mary Brown's",43.6780383191523,-79.3485866858738,NA,3.6,9,6942.92130069829,"068","North Riverdale","Fast Food","Other","Medium Chain"
"A32AGaiTIhMb6RbQTAxdyQ","Domino's Pizza",43.6485932344525,-79.3977159261703,NA,2.6,5,2002.44584823601,"078","Kensington-Chinatown","Street Food","Other","Medium Chain"
"iTNj5jOqffEecQ0nGd4c8Q","Fried Chicken Master",43.666263,-79.385336,NA,3.7,3,3765.06605104388,"169","Bay-Cloverhill","Other","Other","Single Location"
"vQXhuCQ4Wc3WWesp9hy3VQ","Pizza Hut",43.6475595,-79.3704531,"Medium",1.8,25,4172.21309018559,"166","St Lawrence-East Bayfront-The Islands","Fast Food","Other","Medium Chain"
"HuGPKwwstK1lJiHZiyfAoQ","Topol Sandwich",43.77046,-79.41256,NA,4.1,13,13916.3151878786,"151","Yonge-Doris","Deli/Sandwiches","Other","Single Location"
"4wpcmOBPozYIHx6A2sDofw","Popeyes Louisiana Kitchen",43.6563857413597,-79.3834663192902,NA,2.7,3,3346.32152914472,"170","Yonge-Bay Corridor","Fast Food","Other","Large Chain"
"qxEdhk_rxfpHnlUZW3YTnw","Wings & Things",43.66528,-79.40358,NA,2,5,2671.14641950381,"079","University","Other","Other","Single Location"
"GRfvVl1-ghlitv2Q6lYUHg","Chen Chen’s Nashville Hot Chicken",43.6429634,-79.4257733,"Medium",4.7,88,398.967622149824,"084","Little Portugal","Deli/Sandwiches","Other","Single Location"
"fRZmieLQ5tNVND48f38uYQ","Sarang Kitchen",43.6606845872058,-79.4326098,NA,4.3,22,1886.78298810594,"172","Dovercourt Village","Bar","East Asian","Small Chain"
"8hg7fhVxd7E3fJvL79hNHA","Kimsoonrye Soonsal Chicken",43.664715,-79.41408,NA,4.5,16,2234.77281038351,"095","Annex","Other","East Asian","Single Location"
"eMy2VvKGHRELOTtcU6G_wg","Honestly Good Chicken Fingers",43.642610676124,-79.3957357584422,NA,3.4,5,2155.12413527707,"164","Wellington Place","Street Food","Other","Single Location"
"Zq9WPT7ZAOYlQ0GV8OQWKQ","Cluck Clucks",43.6497687124273,-79.3660896960711,"Medium",4.2,306,4541.9639318313,"166","St Lawrence-East Bayfront-The Islands","Deli/Sandwiches","Other","Small Chain"
"X-66Npl7XhHw-9YIC0mb5A","Chica's Nashville Hot Chicken",43.66518,-79.46423,"Medium",4.4,134,4038.31973460166,"090","Junction Area","Other","Other","Single Location"
"VLJ0D-_oS5Qy0ALOnOFd-g","Bubba's Crispy Fried Chicken",43.6654846466113,-79.4090640172362,NA,4.3,10,2464.55974452711,"079","University","Other","Latin American","Single Location"
"VkdUpbDrxaPGdNXpWpKh9Q","Love Chix",43.6696641,-79.4486514,"Medium",3.8,48,3428.7864201296,"171","Junction-Wallace Emerson","Other","Other","Single Location"
"NbMgjUIHD6EbgtPwwX-dUg","Five Points Hot Chicken",43.66259,-79.42368,NA,3.3,21,1899.40264915103,"172","Dovercourt Village","Other","Other","Single Location"
"92tW1Wcf1VxNnKBg43USQg","Dave's Hot Chicken",43.64003,-79.44083,NA,3.6,78,1616.86133488055,"086","Roncesvalles","Other","Other","Medium Chain"
"5N8R7ALESZ30EoAzVJtabw","The Dirty Bird Chicken + Waffles",43.654598342295,-79.4005331,"Medium",3.6,357,2019.02141518555,"078","Kensington-Chinatown","Deli/Sandwiches","Other","Small Chain"
"3oFYHaloDMjjQKh2eboIkg","The Original Hot Chicken",43.6615202985605,-79.3817014444874,NA,4,3,3716.80464981329,"167","Church-Wellesley","Fast Food","Other","Single Location"
"QqesgEbz-B0mYEoEF6vBDg","Joe Bird",43.6380882679707,-79.3801095927207,"Medium",3.4,123,3487.01678457546,"165","Harbourfront-CityPlace","Bar","Other","Single Location"
"_tilQm_WXn3hK5Dojxx8TA","Dave's Hot Chicken",43.647231,-79.378274,NA,4.5,4,3481.97505903237,"170","Yonge-Bay Corridor","Other","Other","Medium Chain"
"y8DGR5mjD7kxYNbWsZjq_A","Beauty's Fried Chicken",43.6539681,-79.3801225,NA,3.3,3,3516.86026359614,"170","Yonge-Bay Corridor","Deli/Sandwiches","Other","Small Chain"
"mFBZcwkHuys0pbyBGOhKoQ","Flock Rotisserie + Greens",43.647493,-79.392508,"Medium",3.8,130,2401.71821515396,"164","Wellington Place","Other","Other","Single Location"
"Jjg1NoiiAhPB82X-96QWMA","Union Chicken",43.6448546600463,-79.3816612327145,"Medium",3.5,167,3264.70421260027,"166","St Lawrence-East Bayfront-The Islands","Other","Other","Single Location"
"knuMq_JuIWClpb4_ajy6mw","Chibap",43.6484032,-79.3972855,NA,4.6,9,2033.0692378457,"164","Wellington Place","Other","East Asian","Single Location"
"QE1tzFyyyRKV1p7C4LRukQ","Nando's Peri-Peri",43.6619532,-79.3865411,"Medium",3.3,261,3406.08840561416,"169","Bay-Cloverhill","Fast Food","Other","Small Chain"
"vM4Ze72hU4UkICZzc0YGNw","Dave's Hot Chicken",43.6573038286983,-79.3814567618583,NA,4,33,3534.18520772364,"170","Yonge-Bay Corridor","Other","Other","Medium Chain"
"bTJnd1cvOXO4_an4-442cQ","Chick-fil-A",43.669550169592,-79.3861476254241,"Medium",3.9,132,3948.82926128351,"167","Church-Wellesley","Fast Food","Other","Medium Chain"
"k2gQGSUJn0ysZxmTIeQTlg","Penny's Hot Chicken",43.649995,-79.383191,"Medium",4.1,16,3175.03639753007,"170","Yonge-Bay Corridor","Deli/Sandwiches","Other","Single Location"
"r3bHarjDCGMa-t0zmrhg-w","Dave's Hot Chicken",43.66248,-79.33478,NA,4,27,7283.61716234265,"070","South Riverdale","Other","Other","Medium Chain"
"eWqXsm_mjE9Vqhcnlg46rg","Dave's Hot Chicken",43.70189,-79.39763,NA,3.6,33,6578.22377811519,"100","Yonge-Eglinton","Other","Other","Medium Chain"
"Ugbw2OTIbQTjK6bMLdpmBw","Pizza Maru",43.65995,-79.37882,NA,4.6,26,3846.93419043448,"168","Downtown Yonge East","Street Food","Other","Single Location"
"ZLAADbW3nAOFuklVk5x7gw","FLOCK rotisserie + greens",43.6593533,-79.3894224,"Medium",3.4,18,3057.50395444759,"170","Yonge-Bay Corridor","Other","Other","Single Location"
"np6Eytu5v98oleQuQ5hT5Q","Chick-N-Joy",43.66509,-79.32132,"Low",4,67,8403.82044848136,"065","Greenwood-Coxwell","Fast Food","Other","Small Chain"
"vDvRaosV4t-unIXMR4Y_WA","Homebase Chicken",43.6643668,-79.3846622,NA,4.6,5,3680.71724125458,"169","Bay-Cloverhill","Other","East Asian","Single Location"
"oje-zkRgv-p7XzW6KXjymQ","Jollibee",43.7328977836611,-79.4521578066485,"Medium",3.1,47,10014.9555202636,"033","Clanton Park","Fast Food","Other","Medium Chain"
"lYSP2kcrHpgw9PlvC6UpqA","MightyBird",43.6445416916216,-79.381109932449,NA,3.5,6,3309.96559702628,"166","St Lawrence-East Bayfront-The Islands","Fast Food","Other","Single Location"
"PkdIwvS-DXsOt3fUNJaW6Q","Jollibee",43.6574730457644,-79.3815984822081,"Medium",3.4,57,3530.67078206786,"170","Yonge-Bay Corridor","Fast Food","Other","Medium Chain"
"R-oheUn4DVc3gaa21mC64w","Lucky's Chicken N' Waffles",43.60018,-79.50681,NA,2.9,13,8458.80478799696,"018","New Toronto","Other","Other","Single Location"
"9fx-I2hxJu2uJ3RAJcSkhg","CHKN",43.6594438,-79.4385007,NA,3.3,3,2031.9187151428,"171","Junction-Wallace Emerson","Other","Other","Single Location"
"T6uhFSwBAxdUzqmtHFMA5A","Poulet Rouge Sherway Gardens Restaurant",43.6132991082982,-79.5586907148986,NA,4.8,8,11551.214011939,"159","Etobicoke City Centre","Fast Food","Other","Single Location"
"ckigulAPCIieUz_DBhP_lw","Mary Brown’s Chicken",43.670747,-79.4729662,NA,3,5,4955.94116891564,"090","Junction Area","Fast Food","Other","Single Location"
"F9tePBgROEAcd8xZqTZUfg","Jollibee",43.7732069264407,-79.2810656754458,"Medium",3.5,319,18179.0628730058,"126","Dorset Park","Fast Food","Other","Medium Chain"
"fL4XvkKxx8TfdAjd1XR2VQ","Chick-fil-A",43.6558552,-79.3817835,NA,4.2,6,3452.67959327941,"170","Yonge-Bay Corridor","Fast Food","Other","Medium Chain"
"hTmMiui8do0uZhun7cpWYg","Chick-fil-A",43.6492244627088,-79.3950607232194,NA,3.7,18,2225.24158060448,"078","Kensington-Chinatown","Fast Food","Other","Medium Chain"
"g-oWDCUZ9rnPuPNts0t2tw","El Jefe De Pollo",43.7633500971473,-79.4991348321486,"Medium",4.5,39,14492.4192311393,"027","York University Heights","Deli/Sandwiches","Other","Single Location"
"OAMF8Dlk8OwfGG_1HP2ZRw","The Fry",43.6642528082569,-79.3844366446137,"Medium",3.3,90,3688.4408782302,"169","Bay-Cloverhill","Other","East Asian","Medium Chain"
"shL6V9sOKgwvMtx6DZ7PUg","BIRDIES Fried Chicken",43.6732457,-79.3191636,NA,3.9,15,8847.26271178191,"064","Woodbine Corridor","Fast Food","Other","Single Location"
"rCNit4ej8P3yHiRjMuiT_w","Chick-fil-A",43.725912576132,-79.4520916411045,NA,3.5,48,9261.53313136471,"031","Yorkdale-Glen Park","Fast Food","Other","Medium Chain"
"tpIOiIIkO6yD1TYlh5p7wA","Got Bap",43.763794,-79.411202,NA,3.9,7,13185.8023200098,"151","Yonge-Doris","Other","East Asian","Single Location"
"n4CILAE3rWLYC4ZSX5anhw","Jollibee",43.7097835990621,-79.3987769938658,NA,4.1,13,7395.76660449463,"173","North Toronto","Fast Food","Other","Medium Chain"
"7gyoYirtbyKzo8imJVkPbw","YumYum Chicken",43.72947,-79.40359,NA,4.3,3,9462.60133177551,"105","Lawrence Park North","Other","Other","Single Location"
"wRS01P3YD1UO_aklcRwFTA","Nene Chicken",43.7636779173797,-79.411154,NA,4,41,13174.1759047796,"151","Yonge-Doris","Other","East Asian","Single Location"
